filename,logo-name,y,x,color
training_images/triangle_red_0449.bmp,triangle,72,69,red
training_images/triangle_red_0450.bmp,triangle,80,62,red
training_images/triangle_red_0451.bmp,triangle,59,50,red
training_images/triangle_red_0452.bmp,triangle,54,72,red
training_images/triangle_red_0453.bmp,triangle,64,57,red
training_images/triangle_red_0454.bmp,triangle,67,72,red
training_images/triangle_red_0455.bmp,triangle,71,63,red
training_images/triangle_red_0456.bmp,triangle,80,52,red
training_images/triangle_red_0457.bmp,triangle,57,63,red
training_images/triangle_red_0458.bmp,triangle,66,51,red
training_images/triangle_red_0459.bmp,triangle,78,71,red
training_images/triangle_red_0460.bmp,triangle,70,53,red
training_images/triangle_red_0461.bmp,triangle,62,59,red
training_images/triangle_red_0462.bmp,triangle,54,65,red
training_images/triangle_red_0463.bmp,triangle,67,47,red
training_images/triangle_red_0464.bmp,triangle,63,55,red
training_images/triangle_red_0465.bmp,triangle,86,64,red
training_images/triangle_red_0466.bmp,triangle,57,51,red
training_images/triangle_red_0467.bmp,triangle,62,67,red
training_images/triangle_red_0468.bmp,triangle,61,61,red
training_images/triangle_red_0469.bmp,triangle,65,70,red
training_images/triangle_red_0470.bmp,triangle,62,60,red
training_images/triangle_red_0471.bmp,triangle,46,64,red
training_images/triangle_red_0472.bmp,triangle,62,64,red
training_images/triangle_red_0473.bmp,triangle,65,57,red
training_images/triangle_red_0474.bmp,triangle,63,73,red
training_images/triangle_red_0475.bmp,triangle,74,65,red
training_images/triangle_red_0476.bmp,triangle,63,76,red
training_images/triangle_red_0477.bmp,triangle,64,85,red
training_images/triangle_red_0478.bmp,triangle,84,68,red
training_images/triangle_red_0479.bmp,triangle,65,68,red
training_images/triangle_red_0480.bmp,triangle,64,76,red
training_images/triangle_red_0481.bmp,triangle,64,73,red
training_images/triangle_red_0482.bmp,triangle,71,67,red
training_images/triangle_red_0483.bmp,triangle,47,57,red
training_images/triangle_red_0484.bmp,triangle,51,80,red
training_images/triangle_red_0485.bmp,triangle,57,63,red
training_images/triangle_red_0486.bmp,triangle,72,71,red
training_images/triangle_red_0487.bmp,triangle,69,55,red
training_images/triangle_red_0488.bmp,triangle,55,65,red
training_images/triangle_red_0489.bmp,triangle,68,69,red
training_images/triangle_red_0490.bmp,triangle,70,65,red
training_images/triangle_red_0491.bmp,triangle,67,78,red
training_images/triangle_red_0492.bmp,triangle,72,64,red
training_images/triangle_red_0493.bmp,triangle,66,76,red
training_images/triangle_red_0494.bmp,triangle,60,71,red
training_images/triangle_red_0495.bmp,triangle,60,61,red
training_images/triangle_red_0496.bmp,triangle,58,74,red
training_images/triangle_red_0497.bmp,triangle,68,85,red
training_images/triangle_red_0498.bmp,triangle,66,73,red
training_images/triangle_red_0499.bmp,triangle,64,59,red
training_images/triangle_red_0500.bmp,triangle,67,59,red
training_images/triangle_red_0501.bmp,triangle,74,51,red
training_images/triangle_red_0502.bmp,triangle,66,61,red
training_images/triangle_red_0503.bmp,triangle,60,67,red
training_images/triangle_red_0504.bmp,triangle,78,62,red
training_images/triangle_red_0505.bmp,triangle,62,58,red
training_images/triangle_red_0506.bmp,triangle,59,54,red
training_images/triangle_red_0507.bmp,triangle,54,55,red
training_images/triangle_red_0508.bmp,triangle,66,78,red
training_images/triangle_red_0509.bmp,triangle,44,67,red
training_images/triangle_red_0510.bmp,triangle,72,64,red
training_images/triangle_red_0511.bmp,triangle,66,75,red
training_images/triangle_red_0512.bmp,triangle,64,71,red
training_images/triangle_red_0513.bmp,triangle,68,55,red
training_images/triangle_red_0514.bmp,triangle,67,71,red
training_images/triangle_red_0515.bmp,triangle,86,63,red
training_images/triangle_red_0516.bmp,triangle,52,67,red
